1621578524.26653504,2158,455342.26653504,22.30155368,114.19031490,3.03247396,60.76077668,0.08654998,0.55261584,0.03975359,-0.03342790,-0.01047772
1621578524.66697311,2158,455342.66697311,22.30155374,114.19031497,3.03648272,60.74744393,0.05895921,0.57579629,0.04622556,-0.02693978,-0.00646896
1621578525.06725836,2158,455343.06725836,22.30155369,114.19031494,3.04125445,60.77643762,0.08699853,0.58042154,0.04402724,-0.03230831,-0.00169722
1621578525.46791840,2158,455343.46791840,22.30155368,114.19031499,3.04269882,60.77204907,0.08338682,0.56755813,0.04851448,-0.03316971,-0.00025286
1621578525.86757541,2158,455343.86757541,22.30155365,114.19031498,3.04001663,60.75219510,0.08865851,0.57052928,0.04788666,-0.03705367,-0.00293505
1621578526.26813793,2158,455344.26813793,22.30155362,114.19031495,3.04232908,60.76111043,0.08218074,0.59504894,0.04473038,-0.03993566,-0.00062259
1621578526.66865182,2158,455344.66865182,22.30155365,114.19031490,3.03491486,60.75779846,0.08051180,0.58746167,0.03929124,-0.03663315,-0.00803682
1621578527.06888437,2158,455345.06888437,22.30155375,114.19031492,3.03520107,60.90908437,0.10046651,0.57535730,0.04145600,-0.02554449,-0.00775060
1621578527.46939707,2158,455345.46939707,22.30155370,114.19031491,3.03552787,61.38403588,0.07333049,0.57252488,0.04080134,-0.03150412,-0.00742381
1621578527.86950541,2158,455345.86950541,22.30155367,114.19031490,3.03573176,62.64597105,0.04904692,0.59726315,0.03935933,-0.03451136,-0.00721991
1621578528.26978779,2158,455346.26978779,22.30155372,114.19031489,3.03802983,64.83930715,0.02552242,0.59162336,0.03876357,-0.02854955,-0.00492185
1621578528.67022276,2158,455346.67022276,22.30155377,114.19031487,3.03748737,67.74487447,0.00420468,0.59686971,0.03671857,-0.02351921,-0.00546431
1621578529.07078218,2158,455347.07078218,22.30155387,114.19031460,3.03902878,71.44284238,-0.02230778,0.60698909,0.00870741,-0.01287149,-0.00392289
1621578529.47105455,2158,455347.47105455,22.30155415,114.19031379,3.04320977,74.51261158,-0.04270914,0.62267408,-0.07497978,0.01890775,0.00025809
1621578529.87152529,2158,455347.87152529,22.30155464,114.19031235,3.05047528,77.46619101,-0.07367505,0.61161671,-0.22361258,0.07327296,0.00752360
