1621578524.26653504,2158,455324.26653504,22.30155701,114.19031063,0.67116450,60.05916803,-2.84960924,0.55911388,-0.40029238,0.33543673,-2.37178719
1621578524.66697311,2158,455324.66697311,22.30155707,114.19031069,0.67562243,60.06015675,-2.85470624,0.55665480,-0.39385300,0.34165897,-2.36732927
1621578525.06725836,2158,455325.06725836,22.30155702,114.19031067,0.68009256,60.06832813,-2.86125108,0.55838504,-0.39623658,0.33611268,-2.36285914
1621578525.46791840,2158,455325.46791840,22.30155701,114.19031071,0.68161131,60.06397101,-2.86222977,0.55470037,-0.39179872,0.33513162,-2.36134038
1621578525.86757541,2158,455325.86757541,22.30155698,114.19031071,0.67874350,60.07174749,-2.85567631,0.52919033,-0.39240095,0.33137836,-2.36420820
1621578526.26813793,2158,455326.26813793,22.30155695,114.19031068,0.68084381,60.05753849,-2.88076147,0.55037345,-0.39564940,0.32843690,-2.36210789
1621578526.66865182,2158,455326.66865182,22.30155698,114.19031063,0.67344745,60.08306709,-2.85875765,0.54956786,-0.40085495,0.33213282,-2.36950424
1621578527.06888437,2158,455327.06888437,22.30155708,114.19031065,0.67428296,60.08110593,-2.86235737,0.53542297,-0.39857112,0.34316984,-2.36866874
1621578527.46939707,2158,455327.46939707,22.30155703,114.19031064,0.67432689,60.06521682,-2.85651180,0.54036726,-0.39930252,0.33721026,-2.36862481
1621578527.86950541,2158,455327.86950541,22.30155700,114.19031063,0.67435955,60.06796603,-2.86461080,0.56374228,-0.40078382,0.33421535,-2.36859214
1621578528.26978779,2158,455328.26978779,22.30155705,114.19031062,0.67690523,60.06886874,-2.86432011,0.55902708,-0.40137083,0.34007667,-2.36604647
1621578528.67022276,2158,455328.67022276,22.30155710,114.19031060,0.67653551,60.22014706,-2.84826662,0.53775421,-0.40334305,0.34515158,-2.36641619
1621578529.07078218,2158,455329.07078218,22.30155720,114.19031033,0.67783336,60.68463921,-2.87197658,0.50947496,-0.43126081,0.35607356,-2.36511834
1621578529.47105455,2158,455329.47105455,22.30155749,114.19030952,0.68128569,61.95093045,-2.89599611,0.46901422,-0.51465829,0.38869104,-2.36166602
1621578529.87152529,2158,455329.87152529,22.30155800,114.19030808,0.68716453,64.15384063,-2.91306597,0.35160684,-0.66279623,0.44455425,-2.35578720
1621578530.27140856,2158,455330.27140856,22.30155874,114.19030611,0.68963464,67.07590527,-2.92129616,0.20801950,-0.86639374,0.52696010,-2.35331712
1621578530.67193413,2158,455330.67193413,22.30155946,114.19030373,0.68812592,70.77651214,-2.91885919,0.02963302,-1.11197156,0.60686469,-2.35482589
1621578530.97235727,2158,455330.97235727,22.30155998,114.19030145,0.67890617,73.84036097,-2.89928750,-0.10616247,-1.34686096,0.66443190,-2.36404568
1621578531.27254581,2158,455331.27254581,22.30156036,114.19029882,0.67283774,76.80965367,-2.89251994,-0.26869683,-1.61788732,0.70596555,-2.37011418
1621578531.57286882,2158,455331.57286882,22.30156074,114.19029603,0.66549142,79.27224477,-2.88335600,-0.38038930,-1.90533894,0.74864214,-2.37746059
1621578531.87315798,2158,455331.87315798,22.30156110,114.19029277,0.65260632,81.20761949,-2.85436173,-0.41197446,-2.24065564,0.78783387,-2.39034580
1621578532.17301464,2158,455332.17301464,22.30156178,114.19028918,0.65107591,81.96913114,-2.87562198,-0.42543226,-2.61080052,0.86324914,-2.39187636
1621578532.47374606,2158,455332.47374606,22.30156250,114.19028532,0.63520799,81.30393334,-2.85213246,-0.39480540,-3.00857934,0.94358287,-2.40774446
1621578532.77374268,2158,455332.77374268,22.30156337,114.19028146,0.63388424,79.42193481,-2.88634666,-0.25075164,-3.40636781,1.03898859,-2.40906843
1621578533.07430673,2158,455333.07430673,22.30156466,114.19027757,0.63273316,76.13187494,-2.91231513,-0.03104411,-3.80729016,1.18221907,-2.41021976
1621578533.37454700,2158,455333.37454700,22.30156641,114.19027401,0.63552125,71.12865167,-2.94300939,0.24082919,-4.17401614,1.37618667,-2.40743194
1621578533.67468309,2158,455333.67468309,22.30156856,114.19027077,0.63476316,65.34595821,-2.84042727,0.56447260,-4.50734294,1.61473825,-2.40819032
1621578533.97489882,2158,455333.97489882,22.30157096,114.19026765,0.64883146,59.31348164,-2.83407627,0.87862306,-4.82955557,1.87957257,-2.39412232
1621578534.27479863,2158,455334.27479863,22.30157385,114.19026484,0.66117792,53.52708817,-2.70755402,1.18855002,-5.11895422,2.19956077,-2.38177618
1621578534.57529449,2158,455334.57529449,22.30157687,114.19026226,0.67387658,48.11209579,-2.59682977,1.46964256,-5.38419620,2.53396832,-2.36907787
1621578534.87545395,2158,455334.87545395,22.30158022,114.19025981,0.69358879,43.46684068,-2.46708867,1.67436448,-5.63720532,2.90550711,-2.34936604
1621578535.17580080,2158,455335.17580080,22.30158370,114.19025723,0.68656816,40.07273277,-2.27364274,1.88385593,-5.90265146,3.29029249,-2.35638710
1621578535.47611809,2158,455335.47611809,22.30158712,114.19025454,0.68895355,37.74991914,-2.24387472,2.00155296,-6.17980593,3.66977795,-2.35400218
1621578535.77600384,2158,455335.77600384,22.30159065,114.19025223,0.71052603,35.86075449,-2.22112575,2.13946327,-6.41843004,4.06055251,-2.33243017
1621578536.07685566,2158,455336.07685566,22.30159438,114.19024970,0.71925759,34.22811187,-2.13610145,2.26162442,-6.67833676,4.47350850,-2.32369915
1621578536.37716103,2158,455336.37716103,22.30159836,114.19024730,0.74101513,32.89556518,-2.10704521,2.37165039,-6.92661334,4.91416957,-2.30194221
1621578536.67735767,2158,455336.67735767,22.30160253,114.19024493,0.75335467,31.72336684,-2.03613726,2.45094718,-7.17052989,5.37554397,-2.28960331
1621578536.97728682,2158,455336.97728682,22.30160675,114.19024239,0.77241408,30.88175878,-2.03320790,2.53001142,-7.43172240,5.84313281,-2.27054461
1621578537.27752590,2158,455337.27752590,22.30161109,114.19023969,0.79900198,30.49123421,-2.01844031,2.58369853,-7.71009827,6.32380685,-2.24395751
1621578537.57792759,2158,455337.57792759,22.30161553,114.19023714,0.82814001,30.11220817,-1.99351569,2.59343844,-7.97343409,6.81520442,-2.21482031
1621578537.87811446,2158,455337.87811446,22.30162056,114.19023430,0.85157530,29.73605976,-1.98811281,2.63800414,-8.26528735,7.37229849,-2.19138601
1621578538.17849588,2158,455338.17849588,22.30162632,114.19023122,0.87683379,29.32233237,-2.00155232,2.66825510,-8.58324428,8.01062173,-2.16612871
1621578538.47873807,2158,455338.47873807,22.30163277,114.19022806,0.90589374,28.86626839,-1.99159247,2.81493781,-8.90865288,8.72475214,-2.13707015
1621578538.77901149,2158,455338.77901149,22.30163975,114.19022459,0.93151328,28.38199089,-1.94781419,2.90695820,-9.26589419,9.49720879,-2.11145223
1621578539.07929540,2158,455339.07929540,22.30164715,114.19022076,0.99013919,27.79024057,-1.97480571,2.96088969,-9.66127413,10.31663135,-2.05282818
1621578539.37930155,2158,455339.37930155,22.30165539,114.19021684,1.04530732,27.34534370,-1.83461493,2.94581596,-10.06519312,11.22922791,-1.99766223
1621578539.67956543,2158,455339.67956543,22.30166408,114.19021238,1.09348647,26.92142521,-1.87969132,2.93420524,-10.52392777,12.19151752,-1.94948560
1621578539.97988272,2158,455339.97988272,22.30167333,114.19020809,1.15285699,26.51416116,-1.84295408,3.02795668,-10.96682980,13.21634279,-1.89011788
1621578540.28022265,2158,455340.28022265,22.30168321,114.19020342,1.18654164,26.01016260,-1.84763681,3.03063123,-11.44799422,14.30977456,-1.85643644
1621578540.58061504,2158,455340.58061504,22.30169363,114.19019878,1.24749285,25.58646017,-1.84433069,3.16150083,-11.92589580,15.46323812,-1.79548881
1621578540.88047075,2158,455340.88047075,22.30170453,114.19019385,1.32452250,25.45871584,-1.73976215,3.22474056,-12.43424957,16.67127743,-1.71846319
1621578541.18108082,2158,455341.18108082,22.30171574,114.19018886,1.39105321,25.58290765,-1.78296112,3.32911914,-12.94783539,17.91210599,-1.65193688
1621578541.48108816,2158,455341.48108816,22.30172720,114.19018346,1.45525208,25.69035551,-1.81407502,3.34839570,-13.50432789,19.18158846,-1.58774288
1621578541.78137660,2158,455341.78137660,22.30173908,114.19017794,1.52448885,25.71068654,-1.81836344,3.41089946,-14.07360578,20.49617378,-1.51851145
1621578542.08164930,2158,455342.08164930,22.30175135,114.19017227,1.60418435,25.67110065,-1.79997181,3.44252351,-14.65781282,21.85515910,-1.43882180
1621578542.38204074,2158,455342.38204074,22.30176386,114.19016653,1.67666953,25.70712544,-1.79989016,3.39395612,-15.24886675,23.24010467,-1.36634293
1621578542.68240857,2158,455342.68240857,22.30177688,114.19016020,1.73182345,25.77778731,-1.79040604,3.38281027,-15.90095048,24.68250715,-1.31119604
1621578542.98265171,2158,455342.98265171,22.30179046,114.19015402,1.79300196,25.89472031,-1.74862120,3.35034290,-16.53812272,26.18580003,-1.25002518
1621578543.28291464,2158,455343.28291464,22.30180416,114.19014751,1.85906973,26.03766536,-1.79536704,3.33641462,-17.20870381,27.70315432,-1.18396563
1621578543.58278847,2158,455343.58278847,22.30181832,114.19014079,1.91679715,26.19713021,-1.71360040,3.40420768,-17.90154944,29.27089678,-1.12624715
1621578543.88319874,2158,455343.88319874,22.30183283,114.19013373,1.99733831,26.30502991,-1.71648694,3.17269904,-18.62890180,30.87841124,-1.04571570
1621578544.18348312,2158,455344.18348312,22.30184737,114.19012650,2.09460174,26.44032067,-1.92769195,3.27514355,-19.37355607,32.48841881,-0.94846252
1621578544.48399258,2158,455344.48399258,22.30186264,114.19011906,2.17588546,26.60124068,-1.97155227,3.15775826,-20.13985199,34.17921968,-0.86719006
1621578544.78400540,2158,455344.78400540,22.30187805,114.19011153,2.23220446,26.71631126,-2.16846288,3.19299420,-20.91635794,35.88571686,-0.81088298
1621578545.08447552,2158,455345.08447552,22.30189367,114.19010377,2.29412877,26.83327902,-2.22303622,3.07712510,-21.71610465,37.61466356,-0.74897136
1621578545.38473272,2158,455345.38473272,22.30190948,114.19009587,2.34533996,26.97896090,-2.31433777,3.04030488,-22.53028931,39.36528979,-0.69777361
1621578545.68473339,2158,455345.68473339,22.30192556,114.19008771,2.39356145,26.98995091,-2.39730675,3.04354801,-23.37094062,41.14650045,-0.64956645
1621578545.98502493,2158,455345.98502493,22.30194165,114.19007989,2.46840151,27.03426794,-2.40672384,3.11427984,-24.17658921,42.92805209,-0.57474119
1621578546.28524947,2158,455346.28524947,22.30195757,114.19007190,2.53754858,27.01622162,-2.60092801,2.90538742,-24.99952817,44.69138870,-0.50560947
1621578546.58575463,2158,455346.58575463,22.30197362,114.19006396,2.61051944,26.94266592,-3.07972220,2.84360367,-25.81785689,46.46827689,-0.43265463
1621578546.88590431,2158,455346.88590431,22.30198924,114.19005622,2.66524778,26.76501633,-3.40811039,3.05444904,-26.61570034,48.19841670,-0.37794248
1621578547.18624973,2158,455347.18624973,22.30200479,114.19004859,2.76237874,26.60832080,-3.52043646,2.92727948,-27.40193819,49.91958342,-0.28082815
1621578547.48645258,2158,455347.48645258,22.30202032,114.19004107,2.83644660,26.50657011,-3.61507563,2.86173525,-28.17681920,51.63994851,-0.20677743
1621578547.78639650,2158,455347.78639650,22.30203570,114.19003364,2.88651116,26.36385068,-3.81913709,2.64993492,-28.94217970,53.34291449,-0.15673039
1621578548.08684659,2158,455348.08684659,22.30205100,114.19002630,2.95510236,26.35835435,-3.90590257,2.65601762,-29.69872182,55.03709088,-0.08815714
1621578548.38703203,2158,455348.38703203,22.30206603,114.19001896,3.02167598,26.37529676,-3.91828069,2.56333332,-30.45450045,56.70076996,-0.02160173
1621578548.68747735,2158,455348.68747735,22.30208109,114.19001171,3.07943287,26.49390834,-3.92237646,2.54158393,-31.20198471,58.36889503,0.03613642
1621578548.98772240,2158,455348.98772240,22.30209595,114.19000444,3.12669602,26.60269122,-4.16643759,2.72175538,-31.95100015,60.01421445,0.08338051
1621578549.28799534,2158,455349.28799534,22.30211070,114.18999713,3.20095896,26.82623439,-4.15197548,2.70420441,-32.70426172,61.64737534,0.15762398
1621578549.58832884,2158,455349.58832884,22.30212522,114.18998971,3.26958142,27.20292577,-4.24754248,2.72207733,-33.46885989,63.25576100,0.22622664
1621578549.88817930,2158,455349.88817930,22.30213964,114.18998222,3.31908255,27.75909467,-4.14517919,2.38357696,-34.24061066,64.85289297,0.27570755
1621578550.18864918,2158,455350.18864918,22.30215389,114.18997472,3.35700096,28.54333560,-4.40653972,2.24814176,-35.01326755,66.43092145,0.31360544
1621578550.48887801,2158,455350.48887801,22.30216783,114.18996695,3.40718281,29.68802512,-4.43409245,2.23810047,-35.81380348,67.97389570,0.36376651
1621578550.78910089,2158,455350.78910089,22.30218150,114.18995883,3.46211227,31.17522598,-4.61585724,2.18028780,-36.65033302,69.48829754,0.41867481
1621578551.08942652,2158,455351.08942652,22.30219476,114.18995041,3.51197152,33.26038717,-4.36128967,2.04850324,-37.51814582,70.95571727,0.46851279
1621578551.38949251,2158,455351.38949251,22.30220755,114.18994137,3.54479081,35.96330162,-4.57505546,1.73346742,-38.44925625,72.37287680,0.50131052
1621578551.69023252,2158,455351.69023252,22.30221970,114.18993169,3.57297549,39.01775473,-4.64888294,1.54274097,-39.44671600,73.71754931,0.52947364
1621578551.99064064,2158,455351.99064064,22.30223113,114.18992158,3.60566124,42.28423257,-4.84829919,1.95189774,-40.48931022,74.98352592,0.56213801
1621578552.29073048,2158,455352.29073048,22.30224186,114.18991068,3.63660647,45.77095994,-4.67466118,1.66308591,-41.61194677,76.17223610,0.59306186
1621578552.59073138,2158,455352.59073138,22.30225190,114.18989923,3.64573231,49.31511231,-4.32313738,1.44630834,-42.79221737,77.28376577,0.60216646
1621578552.89103794,2158,455352.89103794,22.30226112,114.18988742,3.66539271,52.96950251,-3.89490025,1.47632738,-44.00930589,78.30402129,0.62180607
1621578553.19126940,2158,455353.19126940,22.30226923,114.18987525,3.67671481,57.30582895,-3.73663028,1.39059993,-45.26302826,79.20226535,0.63310824
1621578553.49172211,2158,455353.49172211,22.30227641,114.18986238,3.69791059,61.39911927,-3.46830529,1.15163459,-46.58922532,79.99715382,0.65428451
1621578553.79183340,2158,455353.79183340,22.30228263,114.18984940,3.69225958,65.64741489,-3.24361630,0.91770831,-47.92693026,80.68621515,0.64861487
1621578554.09223557,2158,455354.09223557,22.30228766,114.18983615,3.69728917,69.90967498,-3.43565939,0.77762218,-49.29129414,81.24298099,0.65362696
1621578554.39257193,2158,455354.39257193,22.30229169,114.18982294,3.70370193,74.37822272,-3.07704284,0.58076318,-50.65334407,81.68952176,0.66002332
1621578554.69244242,2158,455354.69244242,22.30229466,114.18980951,3.68755891,78.78995528,-3.21849934,0.51667071,-52.03698287,82.01909993,0.64386492
1621578554.99297428,2158,455354.99297428,22.30229686,114.18979619,3.67557274,83.03118123,-2.76891056,0.27727050,-53.40969041,82.26174077,0.63186426
1621578555.29297638,2158,455355.29297638,22.30229806,114.18978275,3.66356845,86.99751932,-2.70850205,-0.23036361,-54.79445783,82.39508892,0.61984651
1621578555.59326124,2158,455355.59326124,22.30229849,114.18976928,3.63217300,90.99046245,-2.41007533,-0.50027544,-56.18247396,82.44217190,0.58843837
1621578555.89365363,2158,455355.89365363,22.30229782,114.18975621,3.58499481,95.09340378,-2.14867326,-0.72449623,-57.52943070,82.36866932,0.54124913
1621578556.19420290,2158,455356.19420290,22.30229644,114.18974325,3.54831245,99.21763457,-1.81136441,-0.64554393,-58.86485472,82.21523695,0.50455659
1621578556.49402595,2158,455356.49402595,22.30229410,114.18973023,3.51593718,103.34123181,-1.69537277,-0.84732543,-60.20606783,81.95645780,0.47217215
1621578556.79426146,2158,455356.79426146,22.30229106,114.18971731,3.48377577,107.34501001,-1.20766675,-1.20334418,-61.53740802,81.61946604,0.44000238
1621578557.09461546,2158,455357.09461546,22.30228718,114.18970510,3.42270257,111.32753129,-0.79306306,-1.06718477,-62.79503532,81.19030833,0.37892244
1621578557.39486575,2158,455357.39486575,22.30228255,114.18969293,3.38635727,115.14355759,-0.58190670,-1.16752016,-64.04988099,80.67725876,0.34257121
1621578557.69519258,2158,455357.69519258,22.30227716,114.18968127,3.33181043,118.61673112,-0.10379794,-1.32262152,-65.25072327,80.08105680,0.28801976
1621578557.99557972,2158,455357.99557972,22.30227128,114.18966992,3.29010081,121.19806280,-0.05443880,-1.35037807,-66.41997196,79.42985904,0.24630626
1621578558.29587317,2158,455358.29587317,22.30226523,114.18965869,3.23517384,122.90511164,0.19046967,-1.32593668,-67.57720187,78.75934622,0.19137550
1621578558.59611607,2158,455358.59611607,22.30225882,114.18964765,3.18088476,124.17932461,0.18122961,-1.22627648,-68.71540178,78.04949280,0.13708303
1621578558.89607668,2158,455358.89607668,22.30225244,114.18963661,3.14528578,124.92026289,0.10740564,-1.16268581,-69.85231704,77.34340512,0.10148036
1621578559.19625139,2158,455359.19625139,22.30224587,114.18962542,3.09280379,125.35636210,0.37590664,-1.28184701,-71.00545114,76.61638809,0.04899446
1621578559.49664426,2158,455359.49664426,22.30223925,114.18961440,3.03936741,125.66770388,0.36028581,-1.22056045,-72.14177935,75.88275303,-0.00444585
